,Gene-1,Gene-2,Gene-3,Gene-4,Gene-5,Gene-6,Gene-7,Gene-8,Gene-9,Gene-10,Gene-11,Gene-12,Gene-13,Gene-14,Gene-15,Gene-16,Gene-17,Gene-18,Gene-19,Gene-20,Gene-21,Gene-22,Gene-23,Gene-24,Gene-25,Gene-26,Gene-27,Gene-28,Gene-29,Gene-30,Gene-31,Gene-32,Gene-33,Gene-34,Gene-35,Gene-36,Gene-37,Gene-38,Gene-39,Gene-40,Gene-41,Gene-42,Gene-43,Gene-44,Gene-45,Gene-46,Gene-47,Gene-48,Gene-49,Gene-50,Gene-51,Gene-52,Gene-53,Gene-54,Gene-55,Gene-56,Gene-57,Gene-58,Gene-59,Gene-60,Gene-61,Gene-62,Gene-63,Gene-64,Gene-65,Gene-66,Gene-67,Gene-68,Gene-69,Gene-70,Gene-71,Gene-72,Gene-73,Gene-74,Gene-75,Gene-76,Gene-77,Gene-78,Gene-79,Gene-80,Gene-81,Gene-82,Gene-83,Gene-84,Gene-85,Gene-86,Gene-87,Gene-88,Gene-89,Gene-90,Gene-91,Gene-92,Gene-93,Gene-94,Gene-95,Gene-96,Gene-96,Gene-97,Gene-98,Gene-99,Gene-100
S31,1.158986103,0.930638964,1.044363014,-0.795129035,0.033843038,0.593651345,-1.080370443,2.171708939,-0.628896014,-3.015604245,1.497608342,-1.794022634,-0.920721814,-1.973068765,-0.993739043,-0.08680927,1.944553,-1.319925773,1.17368966,0.650313336,0.317460927,-0.811645159,1.516536671,-0.890726011,-0.470257655,-0.421248852,1.135047609,-1.575569588,1.784380323,0.890630906,1.289921849,0.253730961,-1.315411928,-0.889641463,1.910439045,-1.221259307,-0.985890023,0.926338402,-1.122672124,0.811605321,0.735245526,-0.4775567,1.502637065,-0.184737778,-1.601213278,2.082932583,2.156192891,0.553108938,-1.384191129,-1.533896688,1.383884652,-0.446590924,1.430732012,0.408528459,-0.057721092,0.730029416,-1.536415379,1.000511484,-0.958401121,-1.78035409,-1.388668948,-0.334399591,-1.775529497,-1.096476691,-1.174101261,0.303368313,-0.009211637,-1.645657631,0.366419725,-1.214822817,0.301819788,0.807910332,0.461017667,0.851896497,1.25261425,1.082558383,1.596801564,-1.566297443,-0.416333945,2.737867635,-0.501953896,-0.886041802,0.583508532,0.27794374,1.378571254,0.219382033,-1.130580683,-0.41432909,0.252303144,0.698370971,0.775547675,2.693436818,0.874330487,1.441012543,0.618767839,-0.167158841,0.382035838,-0.022976429,0.014610096,0.876804217,-0.454564118
S32,0.940235918,0.928432065,-1.025516374,0.910624845,-1.943495269,2.314315041,-1.066690777,-2.040653454,1.968838234,0.974046461,-2.299280872,-2.491979946,-1.810345935,0.651433719,-0.063236341,-2.540888728,-0.083385228,-1.162127943,-2.50744449,-1.050281041,1.337535001,0.014766109,0.984774104,1.101726477,-0.445368847,-0.284478584,-1.184641625,1.021868854,-1.532745467,-0.318403283,-0.81996971,-0.082466463,-2.170767283,-0.075731507,-2.464723483,-1.314231188,-1.242293951,-0.235583006,0.588215235,1.543891252,-0.571996243,1.08662705,-2.078243667,-2.22978489,-0.867451746,-2.180339923,-0.247678256,1.521597421,-0.97966522,1.103081358,2.274415579,-0.508378339,1.132173845,0.764492426,1.159513852,-0.486443363,-2.104313678,1.679545177,1.098865096,2.03496739,1.761354676,0.09234367,0.405295628,-1.44228279,-1.299311904,-1.022673469,-0.919049528,-1.372490282,-1.540878813,2.110207157,-0.614844197,-1.124409883,2.135420114,2.160445466,1.223397934,-0.996067554,0.805409336,-1.697274998,1.008343632,0.629272247,0.053617542,-0.495690089,-0.171562138,-0.172698143,1.14569576,-0.395869761,0.862625362,2.026392857,-0.180755322,-2.069086624,1.509083762,0.429766644,1.438483863,1.115869986,-1.029430219,-0.665390106,1.419990329,1.753372982,-1.402872273,1.031730132,-0.430568562
S33,1.259556408,-1.06697902,0.878822688,1.111392678,1.956098632,0.45748722,1.439131588,1.999106252,-1.446897378,-2.944687512,-0.140790308,0.353185381,0.183559115,-1.845363483,-0.380393399,-0.78863089,-0.10591534,1.301004042,1.417225034,1.161444929,-1.682646433,-2.470777626,-0.459279219,1.264979302,-1.453707478,-0.650923391,-1.572554133,-1.725593713,1.834796275,-0.732307665,-0.38671599,-0.684960078,0.133309555,-1.101036138,1.925582632,-1.457491693,1.753536712,-0.051271424,1.740338296,0.691749543,1.254620756,-0.88429064,0.895565225,-0.837790993,1.557023626,0.337051979,-0.812589209,-1.210689569,-0.780557657,-2.239453121,-2.605989801,1.299144128,-0.954223117,1.860811277,-0.26102003,2.981637417,1.34872871,-0.839924279,1.118804764,-2.619642304,1.077406399,-1.566065552,-0.618749993,1.078264418,-0.853151341,-0.572714448,-1.441737446,-1.761465307,0.083838135,-0.601342642,-0.742845153,0.977495632,-1.889943492,-1.173412029,-0.894827093,-0.72039338,0.025609093,-0.503956074,0.625083386,-0.515383186,0.861717916,-0.64406204,-1.161261744,0.043232797,-0.020080663,-1.806490068,-1.447925557,-1.48299607,-1.212960748,1.408438142,-0.849876969,2.856044433,-0.269217625,-0.994787559,1.273406004,0.459292739,-1.726901223,-1.533938982,0.178907005,0.911019115,-0.402333451
S34,-0.873870663,1.085063916,0.834159099,0.814589933,1.887074777,0.460464074,1.948354884,1.987320419,-0.178030271,-2.989831121,-0.906335227,-0.811635929,-0.526213577,-0.33711008,0.823577343,0.868412151,-0.028387555,1.561368734,-1.359958803,1.14940284,0.943736962,0.104488667,0.735597481,-0.640259438,-1.111807255,-0.557362914,0.42986376,0.615864033,1.515230984,-0.436496725,-1.153587625,-0.847002242,-1.05196774,1.973404641,1.232945049,-1.21921378,1.260086199,-0.129934658,0.834596054,1.088026033,1.33308903,-1.47456531,-1.078571653,-0.66877716,1.951581601,-0.280877124,-0.607450291,-1.215585292,1.72974517,-0.688155747,1.904102801,-1.293544691,0.958836983,-1.677550362,-0.789637709,0.484512003,-0.769298641,-0.596915956,-0.936141072,-0.699814038,1.122476391,-2.022670342,0.060703511,0.073574684,1.342061918,1.894584536,0.500784527,-1.213377743,-2.159130693,0.774737434,0.647393179,-0.991273994,0.213668567,-1.146634887,1.148950412,1.076457069,1.128955676,1.298133462,1.808729919,-1.314173057,-1.102518103,1.219390732,1.030054801,0.314820421,-1.124662467,-0.075120482,0.782173578,-0.724261853,0.775058884,-0.865997121,-1.457512752,2.24689095,-0.174912623,2.276064188,1.593954776,1.389573122,1.392281965,-0.498074855,1.28285078,1.056381018,-0.248220685
S35,-0.981298139,0.864150022,0.890834097,-1.068467312,0.240986404,-1.724697508,0.78408791,2.037993435,0.111915865,-3.046341561,1.212299073,0.418380965,-0.896824253,1.072478588,0.945272466,-0.41355841,-0.175413517,-0.639658804,-0.778347517,-0.637628087,1.202110236,-1.270982666,-1.105883761,-0.133368625,-0.730393833,-0.903859067,0.278842199,0.592198824,-1.022810587,1.579643914,1.473454676,0.471540457,-1.40820593,0.939265863,1.652931134,-0.496731695,0.969283502,0.030728076,0.778198921,-1.293692485,0.761913156,0.358428982,0.484628009,0.572490463,-0.425106017,1.020423268,1.344278572,-1.699501684,0.42505715,-0.259360085,2.198473734,-1.122952424,-0.50931817,-1.047199656,-0.989423436,-2.055233257,0.6083341,1.03280568,-0.976008541,0.111783456,0.220791892,0.713044796,-1.254713864,0.46527271,-0.846668033,1.126657324,-1.762185587,0.617916116,1.605598712,-1.239818361,-0.009096859,-0.842329587,-1.383818193,0.545812773,-0.078804735,-0.258274675,1.123520545,1.347152485,-2.377313285,-0.849131808,1.028024007,0.60996868,0.610779556,-1.043419761,-1.300013652,0.214536035,0.432026687,-0.904946959,-1.025787532,-0.918657497,-0.312052877,0.410211069,-0.34981407,0.75774124,0.766832287,1.082331973,-1.644966401,-1.219670808,0.974670095,1.017984524,0.517682573
S36,-0.639535876,1.013718155,-1.02081532,-0.960203438,-0.029997857,-1.586045575,-1.634176416,-2.090036443,1.782945127,3.160110878,-0.232123365,0.150893568,-1.578832952,1.001183865,-2.164691724,-1.268777567,-0.167646579,1.661021996,-1.944527806,-1.165002816,-0.254344318,2.619126453,-1.69563118,1.025750295,-0.878819734,0.342591699,1.822933012,0.831388053,-2.1174331,0.478161401,1.30266186,-0.880901267,-0.046830636,1.359033053,-0.607114494,1.040068251,1.919289087,-0.672059131,0.125483668,0.381336748,0.790785152,0.846888693,1.582087885,-0.293063961,1.103318464,-0.52360339,0.953658236,1.81665295,0.972943034,-0.886955718,-1.349209321,-2.30222233,-0.048450983,-0.043122445,-1.023705293,-1.069361247,-0.180210634,-0.515569899,1.019657905,-0.71244825,-1.603436579,-0.285350297,-1.601212167,0.913136719,-0.437250335,1.558327914,-0.560079735,-2.39642181,-1.414199142,-1.894434733,-0.525399806,-0.181706406,-1.019094149,-0.432547833,1.2063917,-0.244656681,-0.569013237,-0.958358523,0.059358179,0.945923401,-0.459091303,0.293997366,-1.028325155,-0.367260509,-0.562153721,0.78387898,-0.625253993,-1.215792455,-1.098469042,-0.825826186,-0.465649775,3.435701946,-0.928455509,1.027559154,1.345563151,1.305625465,1.380481363,1.512120586,2.059270213,-1.068463011,0.038633018
S37,0.986881861,1.052072716,1.111988959,-0.765846374,2.268743245,-2.58161992,0.451829857,0.182456949,-1.731659887,1.062396498,-1.090430087,0.044241642,-0.24136529,-0.04227194,0.999188826,1.435062084,2.032950523,1.029877328,-1.327585124,-1.369511258,1.525031205,-1.463796859,1.970683014,0.694588321,1.340177231,0.210540549,1.666490146,0.705675137,-0.258481082,0.075891305,-0.145452077,-0.032821221,2.008188664,-0.494131291,-0.985520045,0.108058753,-0.887150689,0.465710385,1.123954148,-0.222086687,-1.363287488,-0.940151086,0.265412138,0.359420864,0.580724865,-0.581319752,2.670371152,-0.696280106,1.806043303,1.752552014,0.481978781,-2.057671999,-1.131514482,-0.160750169,-1.003525796,-1.271062471,0.564371169,-1.221246322,1.130498982,1.732778326,-1.443842519,-1.652884449,0.251461619,0.114157443,-0.611611947,0.389541109,-1.306150669,1.106878107,-0.571760581,-1.594932901,-1.589571158,-0.261794445,0.133437759,-1.67414385,1.830138667,1.17846301,-1.077205586,1.257756114,-1.275108249,0.798239209,0.939221781,0.413768412,-1.146348132,0.757233776,-0.30588332,1.300819082,-0.940501854,-1.415259826,-2.127218256,1.656865142,-0.383535793,-2.084859902,0.255165165,-0.601184638,1.142553409,-0.308442407,-0.284125584,0.135778554,1.853745484,0.964156087,-0.542169908
S38,-1.040489462,-1.044510841,-0.881219147,-0.8825627,-1.973450018,1.593124204,-1.079655512,0.239433684,-0.651265927,-1.231718943,1.584872349,0.652341186,0.395593026,2.189755991,1.854589373,1.128169753,0.043195907,-0.99480177,-0.497596428,0.034121341,-1.278153227,-0.588863763,-0.433482028,0.692609606,-0.716630401,-0.222469043,-1.398665561,-0.662973438,-0.546495673,1.702656427,-1.05155213,2.627152408,-0.713741877,-2.144237209,-0.344203858,1.847763023,0.34140794,-0.381007721,1.617375165,1.029496001,-0.619282863,0.774166088,0.854965241,-1.05309228,-0.294646946,-1.585934255,-0.337775248,0.640369212,0.692006196,1.31511982,-0.264432885,1.114552893,-1.701928536,1.115634685,-0.838377782,-1.187598896,-1.069062449,-2.002619797,-0.906966017,1.2684673,1.6317388,0.433983127,0.761351922,1.201747172,0.536079797,1.607153087,0.704696343,0.304110116,1.346459228,0.826767753,0.179504118,0.784599521,-0.61170902,0.8371219,0.748480203,1.529828811,1.649960359,1.797149529,-1.718636807,0.4745523,-1.23595673,0.67657283,0.188602607,0.648395903,0.408107955,0.08088019,0.908749993,-0.876879109,-1.261033738,1.635784646,-0.816571003,-1.378239913,-1.630117541,-1.112739342,0.877207945,-1.279078475,1.28283076,-1.221944354,1.041646495,-0.9808067,-0.757011995
S39,-0.84101518,-1.066212825,-1.065398729,-1.141355307,-2.117429279,-0.573840934,0.312724814,-1.794172092,0.39400981,0.91057319,-1.249782277,-0.111946466,0.745867479,-0.108915341,-0.587546824,-0.633373638,-0.159901277,0.883813495,0.832432991,-0.585707509,1.376173078,-0.580773241,0.816561152,0.926612669,-0.899072623,-1.105925934,-0.989315648,-0.658806212,0.628003508,-1.448569056,-0.067510705,-1.15713257,-1.721831251,1.093642096,-1.389216061,1.463455123,-0.107880087,0.873522215,1.693440346,1.356313558,0.49564523,0.357393195,-1.422882682,-1.024791458,-0.970749317,-1.789177897,-1.957010322,1.201477159,-1.416287927,1.010816714,0.5555844,0.443917743,-0.413742977,1.036644304,-0.632596411,1.65187189,1.482887833,-1.652034163,-0.891427814,-0.199368507,-0.869802512,2.205098987,0.093686815,1.180770575,1.608401253,1.14340127,1.079994281,1.043360366,-1.690665059,-0.041695598,-1.034977516,0.194762508,0.745410419,1.622602548,0.338794335,-0.925125892,0.740780881,-0.76756281,-0.546906449,-1.396292835,1.087394962,-0.286530644,1.320586785,0.785552617,-1.732240723,-2.221864242,-1.621150385,0.98632841,0.385615874,1.555167316,-1.528339772,-2.08514399,-0.38289344,0.616387542,-1.010150418,-1.622482439,-0.152875437,1.463701259,-0.066678888,1.068183375,0.01264977
S40,-0.857639793,1.032157146,1.053043664,-0.964660377,0.400933595,-1.824122195,-1.147453814,0.044942213,-0.609639967,-0.991594401,0.791107459,2.406133362,0.833431321,-0.013429032,1.236952717,1.851929994,2.065544531,-1.184854286,-0.678847159,1.035872988,-1.113432429,0.228674713,-0.410614708,1.265446495,0.908202899,0.150497808,-1.150051922,-1.307881259,-0.684106087,-0.295507905,-1.650506452,-0.998648277,-0.262272515,-0.197032507,1.705523454,1.672012959,-1.772955037,1.640844825,-0.340771475,-0.994382165,0.414238951,-0.903858613,-0.189574204,1.477491072,-2.025220664,-1.097263674,-0.109506897,-1.339972185,0.717302185,1.065499975,-0.101250705,-1.323007589,0.980177074,0.229572402,1.129258426,0.397993959,-0.422128278,0.277562656,-0.805759899,0.375434523,-1.155285181,1.267294872,-1.701646737,1.213942177,1.055550636,1.162716802,-1.606554272,-0.551592596,1.912051737,-1.075719158,-1.449345594,-0.639732647,0.073347323,1.447888084,1.186679313,0.413736816,-1.148013583,-0.884296716,-2.086135762,1.503084591,0.877681478,0.669854123,1.029943319,-1.727985975,-1.007628201,2.074181339,0.518349222,-1.473926608,1.729486198,-0.699832398,0.926346473,1.644754438,-2.866876878,-1.146440862,-1.09126699,2.051365716,-1.147578759,-0.695983664,-0.411375486,1.079395239,-0.489412582
S41,-0.857730135,1.055337503,-0.569440456,-1.036984234,0.498174309,0.260222038,-0.742525036,-1.448262255,-0.947297516,0.391166753,-1.364367074,1.480954743,0.705735861,-0.5464101,-1.131497224,-0.43451085,-1.570553568,1.573726851,-1.307227939,-0.958840485,1.19813958,1.201229336,-2.187325873,-0.856370488,-1.606400614,1.324697289,0.710278399,1.822601442,-0.928442755,1.224638869,-0.706249099,-1.740719211,0.404432091,-0.897998805,0.430670625,0.756760598,1.025540086,-1.237027984,-1.47450945,0.628343571,1.485458814,1.650678993,1.403831445,-0.620522888,0.765517489,-0.743426764,1.650662363,0.906347572,-0.826328163,-0.26186443,0.199336599,-0.53032104,0.682648013,0.242167881,0.969087304,-0.230212264,-1.569222165,0.671779449,-0.896038278,1.273745861,1.061781829,-1.501327572,0.080907685,0.273585801,-0.81451537,-1.058308206,-0.980824326,-0.960785498,-1.530816712,-1.417689888,1.05580568,0.659944953,1.858233525,1.064444029,0.652717593,-0.446819314,1.48652439,0.892948058,0.966826589,0.305851705,1.483294847,-0.135033624,1.572779228,-0.355426848,1.318646025,0.423499223,1.507022615,-0.172180452,1.39186254,0.046349586,1.086900324,2.070270463,-1.014680126,-0.365149304,-1.94044423,1.106057021,-0.173784589,-1.744343255,-0.762939473,-0.995011918,0.008079037
S42,-0.910397584,-1.109915829,-0.807640339,-0.942143993,-1.683369506,-0.652314098,-1.546865159,-1.340113593,1.690642438,2.503254349,0.511005107,1.946003514,-1.556627514,2.827993275,-1.644420823,-0.60308268,0.235584029,1.687234583,0.913427937,-0.760715894,1.163597137,2.655296275,0.698816773,0.929727715,-0.183217787,0.500337297,0.005060389,-1.751482555,-0.76363047,0.626937715,1.626585506,0.164333282,-0.086809073,0.2153042,-1.644412475,-0.148435707,-0.303809995,-1.566783616,0.117672506,-0.502637047,-1.557933173,0.397621718,-0.800834862,-0.560377811,-0.899780036,0.736756654,1.004068178,0.132176497,0.802800054,-1.772020436,2.054144734,-1.297377225,1.500794156,0.946830634,-1.003396994,0.371641157,-2.308912353,-0.497018807,-0.946542826,2.840995839,1.411314053,1.406398868,1.14434024,-0.049177721,-0.961767276,-1.27637928,-0.089557583,1.267124601,-0.409259873,0.610613653,0.826010792,0.457739739,2.610564325,2.087762865,-1.155439335,-1.983963162,-0.09437238,-1.366277838,0.914898184,2.080672274,0.961969363,0.05143974,-0.820295233,1.019980091,-0.476017454,1.633744727,1.649136026,-2.157358368,2.212441741,-0.969325696,0.361466045,-0.159317353,-1.132500608,0.538595227,-1.811961404,0.707910565,1.252596399,-0.729785522,1.25436552,0.995023851,-0.818773921
S43,-0.989739083,1.095877185,-0.80671682,1.117576124,0.287391474,-0.602886426,-0.964117774,-1.827659264,0.149003348,0.861058874,-1.787691937,-0.005083332,-1.826046873,-1.027537457,-1.926181309,0.483420898,0.039151902,-0.750758617,-2.383771179,-1.071474598,1.342910497,1.121038348,-1.779433116,0.852742281,-1.75938554,-0.827352368,1.067345666,0.851436883,0.265727664,0.60287041,0.669852103,-0.283231582,0.102670003,1.428004481,-0.340650618,-1.434318592,1.525479501,-0.580450407,-1.740228676,-1.050588735,0.623549409,2.041204207,-0.560586088,-0.447118586,-1.083130853,-0.947234893,2.095196566,0.126290824,-2.046528199,-1.571681173,0.393718228,1.334204454,0.634950011,-1.265472766,-1.22205796,-0.759844702,-0.591292071,1.739655126,-0.910081027,-0.800273345,-1.424823401,2.234189203,-1.687327737,-0.834418702,-0.899916846,2.096310823,1.699251325,-0.60188136,-1.120668029,0.861902498,0.443405747,-0.243009068,1.83730284,-0.359669432,0.826971264,0.843414804,1.843750257,-1.915516504,2.422776328,-0.163992006,1.601167085,-1.788610139,0.748749589,1.684516095,-0.72077752,2.147841103,-0.984515268,-1.036964961,-1.780967514,-1.31834815,0.476349864,-0.36768276,-0.456476578,1.998698964,1.343576387,-0.760078987,-1.04297813,-0.920877147,0.387080311,1.094032104,-0.487166455
S44,1.127038547,-0.934759309,0.982930509,-1.055738338,-0.168707434,-1.572984681,-1.520468378,2.1925666,1.551863643,-1.071987589,1.12708343,1.268346551,1.340221683,-0.275085299,1.572526709,1.244162783,-0.131646656,1.342766629,2.216273166,-1.222713396,-0.279369444,0.654240635,1.910554633,-1.305959331,-0.824405922,-2.017968026,-0.711574769,1.00725152,1.232632481,1.441776953,-0.981277081,-0.957338477,-0.563262675,0.033663189,1.164840729,-0.406725521,1.905634079,-0.663813756,0.405966328,-0.662487288,-0.528877797,1.466917606,0.434721597,-1.249353334,0.736984496,-1.815279277,0.469497981,0.637724943,0.735799611,0.04093311,-1.331441954,0.753447579,-1.871750975,0.937149101,1.249297245,0.374520422,1.737651554,0.982452917,-1.02553722,0.802041235,-1.856906342,0.405797593,-0.400936263,0.279988498,1.931938697,-0.849470405,1.216477876,-0.065673877,1.14025257,1.118953068,-0.151863132,-0.466477627,-2.715837271,-2.543160336,-1.302798258,-1.581546139,1.583653786,1.444885802,0.694725717,0.696270062,1.205446192,0.665496996,1.493593922,-1.842977545,0.552376279,1.798840001,-0.949306491,-0.28657044,-0.516078115,-1.360681595,-1.102696792,-0.72439222,-1.753024968,-0.876257456,-0.590762906,-1.394571462,-0.198893004,-0.250017206,-0.510760516,-0.800960979,0.549699303
S45,-0.902710841,0.982121251,-0.759221395,1.074216487,-1.880887299,2.425670342,1.454014246,0.370550736,-1.548642884,0.807983021,-0.565088267,-1.728743875,-1.733204363,-0.923492317,1.166471691,0.541722654,0.113466747,0.332863438,-1.971305507,-0.281284646,1.602309925,-1.292670114,-0.950927927,0.781424271,-1.245852668,0.03725289,-1.61170366,0.973407074,1.282775498,-1.803553568,-1.167359852,2.644769619,-1.471371107,0.459543827,0.748751696,-1.419386414,-1.330304848,0.141868357,-1.44036156,-1.375246287,1.507644554,-0.566381752,-2.730094138,1.384860102,-0.418615833,-1.953112243,-2.596344092,-0.310071113,-0.574605471,-0.759325566,0.673712662,-1.055895568,-0.919509543,0.325648702,-0.578022637,2.463155076,0.770904335,-1.086273566,-0.873454605,1.562398869,1.501778453,0.102161691,1.308202642,-0.738435758,-0.508214777,1.437267231,1.29771219,-0.517666944,-1.841793746,0.99894981,-0.659828151,0.704791365,0.223809483,-0.864864223,-0.653382703,2.563160631,-1.7462646,0.274989107,1.641788613,1.310637458,-1.561370877,2.27289548,1.837804629,-0.076299927,0.319742769,0.415997208,1.097102612,2.221433361,-0.614014668,-0.883596678,0.704354145,1.481860156,1.41979007,1.816982116,1.008580497,1.22356913,1.227827813,-1.614955076,1.203780178,-1.101368384,-0.072680882
S46,-0.960566576,0.961771706,-0.999788823,1.051024007,-1.968648269,2.46496652,-0.487785799,-0.0311699,-0.485727983,-0.738445163,-1.013336161,0.461847711,0.064406914,0.292822053,-0.610712953,0.7398451,-1.881902321,-0.726440751,-1.636087239,-0.191728309,-1.350201059,1.359254355,-0.001882168,0.762652655,-1.693141838,-1.044311247,0.561935443,1.543741889,-0.588111093,-0.435540314,0.906081249,-0.646028101,-1.369150172,-0.090064827,-1.42901569,1.536240628,1.289904537,-0.394556574,0.951893113,0.652083321,-0.833403677,1.693346798,-0.248988042,-0.60058515,1.754676423,-0.692346003,-0.571606432,-0.992204306,-0.544582533,1.175962966,-0.240779202,0.555163982,-1.572514099,0.873868606,0.861232542,0.341990538,0.752889038,0.266554627,-1.066102279,-1.688929103,1.979085004,0.597340027,0.796349573,0.601761119,0.664674258,-1.503647739,-0.902866897,0.979661298,-2.258696707,-0.355924652,0.657121605,0.935158129,-0.646027013,1.110302263,0.888080377,0.262671927,-0.097663244,-0.926916393,1.326086686,-2.600505828,0.217432924,-1.121254468,1.205736841,1.087281866,-1.893009609,0.497736848,0.574558414,1.402602741,1.293501099,0.872499363,1.532959377,-1.932716204,1.554101624,-0.633334519,0.236949172,-0.949671896,0.642241121,-0.89602808,-1.274058772,-1.049021603,-1.228280308
S47,-0.929465132,-1.072805396,-1.063899195,0.995796852,0.150930435,-0.615054294,-1.105830057,-1.994456786,0.004908509,1.016864543,-1.413680083,1.791105962,0.507159368,1.782615495,1.010489635,0.996312418,-1.896599281,1.570368475,-1.008733893,-0.407506308,-1.342643081,0.396856352,0.775610426,0.552401146,0.627359193,-1.215999372,-0.982810088,1.567865345,-1.148868932,1.608183933,0.574217585,1.360483182,1.396352039,-2.073297659,-1.282778398,1.003127665,-0.287201395,0.540253254,0.221467673,1.624017728,0.992587619,1.144119544,-0.33401996,-0.629721057,-0.9597714,0.442548365,0.088107249,1.134295014,0.631766838,1.516803328,-0.583030226,-0.156817761,0.405919004,0.653304175,-1.018866167,-0.146424639,0.459878436,-1.258970751,1.107230261,-0.960986375,-0.787666662,1.213757658,1.00886978,-1.529792644,1.44649535,-0.619361877,-0.815367906,-1.083099095,1.126915647,-1.459501995,-1.189133032,0.68675713,1.515243349,-0.384009778,1.285794287,0.609774924,-0.87763296,0.605845072,0.994954419,-0.067379427,-0.959437025,0.448399917,-1.074677055,1.741964283,1.294087164,-0.54065346,-0.450065578,2.347230404,1.072374772,0.685029511,-0.489090019,0.079540455,0.343657508,1.671561795,-0.732798383,0.504482701,-0.996048372,-1.720540646,-0.287803208,0.82083863,-0.397088157
S48,-0.881703321,-1.060646118,0.95789555,0.572454408,0.587966786,-1.125168906,-0.658715938,0.111286004,1.57948654,-1.196513899,-1.437499123,-0.073646846,0.95552731,0.711413934,-1.03194314,-1.457499724,1.935833866,-0.540841678,1.360505333,0.997378401,-1.822366769,0.96912218,1.421899969,0.165342681,0.107876854,1.09511634,-1.047685366,0.829752602,-0.974641545,0.128902826,0.077532701,-1.563784999,0.413922721,0.442291167,0.756032993,0.378496721,0.595418903,1.448121997,-0.130140904,1.623071464,-1.251792124,-0.976652387,-0.244555262,-0.354111298,-1.026259556,-1.11337754,-1.920843609,-1.261612414,-1.706254453,0.734515814,-2.830860594,-0.753823753,0.854710603,-0.488476368,-0.873545621,-1.865990508,0.179167117,0.927109322,-0.991020021,0.241915016,-1.358929874,1.842743872,-1.041956532,-0.193894671,-0.507338723,1.878013006,-1.879162676,0.345947773,-1.33847019,-0.874222211,1.638892271,0.824620753,2.078587073,-1.162931382,-0.867946293,0.239715109,0.521370827,-1.059197998,1.40736391,1.511127403,-0.41424771,0.214738357,0.369047265,-1.038601242,0.960133259,-0.612959045,1.198717945,2.021870755,0.551500766,0.427959835,0.613876253,0.797237807,1.474137177,1.119579363,0.64315193,-1.044000005,-0.647124881,-0.758753044,-1.800094955,-1.0156282,0.039962178
S49,0.945514569,-1.15567065,-1.071267036,0.99138681,-2.188422552,0.426576151,-1.628489356,-1.989771383,2.227955264,3.095302268,0.228484809,-1.553007697,0.232975307,1.09562636,-1.294905943,-2.463042082,-2.164317592,1.299993579,1.131282167,-0.948874014,0.254354119,3.278192276,-1.679471921,-1.009225539,-0.760662619,-2.894753929,-0.46395135,1.376445702,-0.6738367,0.154255124,0.275494652,-1.385527555,-0.179175431,0.446059485,-2.058908793,0.987430844,0.988567655,-2.132398544,0.543850061,0.754102657,-0.935884284,2.402027808,0.711738777,-1.761121396,1.178612741,0.438870902,0.525524202,-0.773854623,1.324676329,-0.934621995,1.234375355,0.426446607,1.406216318,0.017938395,-1.373926644,0.463280126,-1.486479284,0.946348013,1.08774146,1.553746446,-1.264420604,0.011140594,1.057625079,0.347538235,2.264685544,0.836847123,0.611489075,0.810897796,-1.209181322,0.061062312,0.536775999,-1.943049714,0.476979896,-0.403412815,-1.739749659,-2.724747988,1.503662486,1.330511154,0.923960128,0.318416284,-0.366713008,-1.000311737,-1.847405219,0.053039048,-0.799867111,0.305105457,0.93774872,-0.088176657,0.529941846,0.703938478,-1.203540672,0.250814294,1.230023942,-2.097259747,2.00010926,0.197266914,1.533408886,1.898793457,-0.693227796,-1.083809513,0.372594347
S50,1.11417175,-1.090703279,1.088028793,-0.993940861,0.164042458,0.375982062,0.663591191,0.126415264,-1.889663543,1.106311465,1.134542879,-1.709784174,-0.149148899,-1.883887824,-0.309767562,0.77994888,-0.056221341,-1.500731183,1.882888474,0.63568114,1.086755137,0.38014726,1.442358931,-1.215903622,-1.148491665,-0.451204472,0.119551209,-1.32281998,-0.444507571,0.291677962,1.389454234,-0.922309365,0.850581312,0.271576738,1.38161975,0.233738292,0.865087906,-1.016173065,-0.499864186,0.278096071,-1.382570721,-1.136104431,1.216844539,1.82107871,-0.967201484,1.395875338,-0.945883261,1.263132962,-1.904666201,0.683500629,1.980978805,1.629021489,-0.540020576,-0.934621044,-0.368382608,0.669945217,-0.495994573,0.270728495,1.151993283,0.737450054,0.794472682,-0.399106058,0.823928156,-1.070226829,1.208021331,0.71593727,-1.202662571,2.031277393,-0.871141837,-1.100573731,-0.556049569,-0.837404847,-1.592547568,0.046014752,1.02063134,0.609219648,0.805957638,0.599582891,-2.236228282,-1.225446061,-0.44108726,-0.836832117,1.53895439,-1.338252182,0.241792826,0.718914895,0.551596159,-1.872529424,-0.972935087,1.795147389,-2.340957361,-1.020601842,-2.349423383,0.458564442,-0.331387238,0.649344921,1.022553821,-0.429894284,0.281930421,-1.106515575,0.660998995
