,Gene-1,Gene-2,Gene-3,Gene-4,Gene-5,Gene-6,Gene-7,Gene-8,Gene-9,Gene-10,Gene-11,Gene-12,Gene-13,Gene-14,Gene-15,Gene-16,Gene-17,Gene-18,Gene-19,Gene-20,Gene-21,Gene-22,Gene-23,Gene-24,Gene-25,Gene-26,Gene-27,Gene-28,Gene-29,Gene-30,Gene-31,Gene-32,Gene-33,Gene-34,Gene-35,Gene-36,Gene-37,Gene-38,Gene-39,Gene-40,Gene-41,Gene-42,Gene-43,Gene-44,Gene-45,Gene-46,Gene-47,Gene-48,Gene-49,Gene-50,Gene-51,Gene-52,Gene-53,Gene-54,Gene-55,Gene-56,Gene-57,Gene-58,Gene-59,Gene-60,Gene-61,Gene-62,Gene-63,Gene-64,Gene-65,Gene-66,Gene-67,Gene-68,Gene-69,Gene-70,Gene-71,Gene-72,Gene-73,Gene-74,Gene-75,Gene-76,Gene-77,Gene-78,Gene-79,Gene-80,Gene-81,Gene-82,Gene-83,Gene-84,Gene-85,Gene-86,Gene-87,Gene-88,Gene-89,Gene-90,Gene-91,Gene-92,Gene-93,Gene-94,Gene-95,Gene-96,Gene-97,Gene-98,Gene-99,Gene-100,MutState-1,MutState-2,MutState-3,MutState-4,MutState-5,MutState-6,MutState-7,MutState-8,MutState-9,MutState-10
Gene-24,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.00639514578789367,0.0,0.0,0.0,0.02616763831911625,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0861503155317095,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.06324891536502698,0.0,0.06766176966366547,0.0,0.0,0.0,-0.025348761982666883,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.022222244726269852,0.0,0.024473378114329404,0.0,-0.0,-0.04188129985721863,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0037126114245566795,0.0,-0.0,0.0,0.0,0.03644844282579006,0.0,-0.0,-0.04142728832029892,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06038958152419249,-0.0,0.05314099066140405,0.003735529954921192
Gene-25,-0.0,-0.0825289105279767,0.0,0.018813032493420662,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05110732114274866,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.08984259722587182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.03943686663608938,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.01822627718747972,0.008100278211491927,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.04148635267102547,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.034190213590618086,0.0
Gene-26,0.0,-0.05142879732101769,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10292836813555413,0.0,-0.0,0.06740726372360892,-0.0,0.043401338843296645,0.0,0.0,0.0,0.0,-0.0,0.06874532987936725,0.0,0.0,0.0,0.0,-0.004959865202870897,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.030156305804877975,-0.0,0.0,0.0,-0.0,0.0,0.010140611431220185,0.0,0.0,0.0,0.06701262285600106,0.0,-0.0,0.0,-0.0,-0.02086166423148827,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.047660752399167484,0.0,0.0,0.0,0.08561467640830774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.029626861090853412,0.0,0.0,-0.0,0.0,0.0,0.0
Gene-27,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.01178414157685065,0.0,0.0819382893547563,0.0,0.0,0.0,0.0,0.009036371639089961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.042367126083964375,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.020665341751947487,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.006548849687894194,-0.0,0.0,0.0048864799389625214,0.003872667528459726,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.007358951065632614,0.0,-0.006678170109269322,0.06620537813451301,0.0,-0.0,0.0,0.0,0.07865202440371448,0.0,-0.0,0.0,0.0067581132007088025,-0.0,0.0,-0.03141928698075514,0.01275724957775807,0.02162657136684435,-0.014736959216530232,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.08803383543438487
Gene-28,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.02978594062734881,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04286117473309089,-0.0,0.0,0.0,0.0,-0.0,-0.04504313172105179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.017395399172233924,0.0,0.0,-0.0,0.05140318731388932,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.05474018733917444,-0.0,-0.0,0.0,0.0,0.0,0.004959437094665721,-0.007457772888489775,0.0,-0.0,0.0,0.0,0.0,0.0,0.08069630313457517,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03176667255749661,0.0602495568397716,-0.006879223763565697,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.08571789139384407,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.06076463037160568,-0.0,-0.0,-0.0,-0.024989903612900845,0.0,-0.020963648612488447,0.0,0.0
Gene-29,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.060565539111624926,-0.04564686046228142,-0.0589929361860025,0.0,0.004973968857771664,-0.0,0.0,0.0,0.0,0.0,0.0,0.004819688201348291,0.04497026428720826,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.00304586640691696,0.0,0.0,0.0,0.0,0.051614269034702585,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.04315558201073727,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.016487138736982508,-0.07597005998660411,0.0,0.0,-0.0,0.007161670234886174,0.0,-0.0,-0.0,0.0,0.00785187170327366,0.0,0.0,-0.0,0.0,0.0,-0.04879822186674782,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.11419060289030819,-0.0,0.0
Gene-30,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.00853405761131157,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.014933873018131115,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.03515679874023429,-0.0,0.0,0.0,0.0,0.0,0.008595648579522584,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.035722533937515503,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.04195012807960569,0.0,0.0,-0.0274306512971259,0.0,-0.0,0.0,0.0,0.0,0.0,-0.004550767681658572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
Gene-31,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.04264319189263843,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.018533030528817277,-0.036389297745201,0.0,-0.0,0.017474363559612655,0.0,0.0,0.0,0.0,-0.0,-0.057869533434355226,0.0,0.0,0.0,0.0,0.0,0.06633893067233342,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.14994442769342697,-0.011043809615629075,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.09552007329773991,0.048961922321871514,-0.0,0.0,0.0,-0.1382365238522823,0.0,-0.0,-0.0372355440973759,0.0,0.0,-0.0,0.0,-0.0,-0.019355791630493405,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.20636338307199495
Gene-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009824329789092784,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0071306551060159856,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005055584486394551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0204119916643313,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.009807133417610664,0.0,0.0,0.0
Gene-33,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.05217591056948756,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.06817514877340411,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.02545314783184153,0.0,0.0,0.0,0.0,0.0,-0.04899057205083566,-0.0,0.0,0.016353008831235513,0.0,-0.0,0.0,-0.1022456744627919,0.0,0.0,0.0,0.0,-0.08285553056138963,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.037045831337939164,-0.0,-0.0,0.0,0.0,0.0,0.0,0.018600854934735015,0.0,0.0,-0.00725321325132958,-0.052702723297102703,-0.0,0.0,0.0,0.0,0.0,0.03327159484899859,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0
Gene-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05931975319546217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.011346290600292033,-0.0,-0.03452469837051178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0017251568510018626,-0.0,0.0,-0.0,-0.0,0.0,0.1201158777043345,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.05103622675451498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09072386894760184,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.019371186207087013,0.0,0.0,0.0,0.053529431754409475,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
Gene-35,0.0,0.08343609636710925,-0.023878257779753376,0.0,-0.05407429902384808,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.017533224373779507,0.0,-0.03555862959406052,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.03805070322586186,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.017786190489857814,0.0,-0.0,0.0,-0.0,0.07734962151976192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013321320623327186,0.0056447613491116926,-0.0,0.0,-0.014018289670596484,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.007314025447597608,0.0,0.0,0.0,0.0,-0.0,0.02403015924133527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.047461414809286624,0.051508752584176955,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.11114732823011286,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Gene-36,0.0,0.0,-0.0,-0.08619458031224836,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.07918322850205202,-0.014850400674388076,0.0,-0.011891402573774298,0.0,0.035226148523105454,0.0,0.0,-0.0,0.0,-0.0,-0.002434624416507317,0.0,0.0,-0.003714621008273537,0.0,0.0,0.0,0.0,-0.018131965368109914,0.0,0.0,-0.010037478574013742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.07301549694291518,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.10071703659880042,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0009657309928046731,-0.0,-0.0,0.0,0.0,0.07793469572661249,-0.0,0.0,0.0,0.0,0.0,0.0,0.02253701532811314,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Gene-37,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.17154195578183495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.01108441366495562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010231425417887094,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.12924717540847597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.014173875971132854,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
Gene-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.025317959121779237,0.0,0.0,0.0,0.0439209092852535,0.0,0.015011034910098524,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.007397414958039204,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.07582304174273459,0.0,0.0,-0.0,-0.0,-0.0,0.01062592235940709,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.04097911752894526,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05819616158271916,-0.07602366937823837,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
Gene-39,0.07245895456146133,-0.0,0.0,-0.0,0.0,-0.055502966241681544,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.04333168850218263,0.0,0.0,0.0,-0.0,0.003906529724270429,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.09709065947636208,0.0,-0.07880527421864188,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.05268177294348309,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.02352857896062587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06567617020181207,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.03913465199196145,0.0,0.0,0.0,-0.0,0.0,0.0,-0.03849282357572747,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.15923396886429927,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
Gene-40,-0.0,0.0,-0.0,0.0,-0.059352742898785095,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.08103054675074273,-0.0,0.0,0.0,-0.02678741740091678,0.02578895068055285,0.0,0.004517032976474856,0.0,0.007761474980188981,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0753350046770121,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06268423724203549,0.0,-0.0,0.0,0.0,0.08180136520249666,0.0,-0.02781971073509455,0.0,-0.0,0.0,0.0,-0.0032827020694153725,-0.0,0.0,0.0,0.01404618830639983,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003243663223314381,0.007959490989234144,0.0,0.0,0.0,-0.00796359734650171,0.0,-0.0,0.0,-0.054196102915014956,-0.0,-0.0,-0.04513114138938731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.002875661714871839,0.0,-0.0,0.0,0.0,-0.008429771705967155,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gene-41,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.027204995034487756,0.0,0.0,-0.013845220191202406,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0049317409803291724,-0.0,-0.0018398470459665142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06494254925791074,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04027745528054571,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.05286911221037674,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
Gene-42,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.07893991578152554,0.0,0.0,0.0,0.0,0.0,-0.05159717010678451,0.0,-0.0,0.0,0.0,0.0,-0.030139127154462635,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.016820311812094094,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.014233353761997154,0.0,0.0,0.0,0.0,0.0,0.021032138716240878,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.011364426839379172,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.005502752764628768,0.0,-0.020549213818926403,0.0,0.0,0.0,0.0,0.0,0.0,-0.05915685697665421,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.016678158582741864,-0.0,0.0,-0.0,0.0,0.0,0.0
Gene-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06888326187104402,0.0,-0.09985329762833736,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07105855094022873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0767784767287796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.035855508854469885,0.0,-0.011176094477444828,0.0,-0.0,0.0,0.00743988900924664,0.0,0.0,-0.017266852140271436,0.0,0.0,0.0,0.0,-0.09056113529595414,-0.03681824411232418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07131992928440639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06416344054512763,0.0,0.0,0.0,0.0,-0.06106217606576308,0.0,0.0,0.008772366785492987,0.0,0.0,0.0,0.0,0.2343121004241618,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gene-44,0.0,-0.028758350619042035,0.0,-0.0,0.10115682200254146,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.023526974859223723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03595817096556425,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.01960130300459726,0.0,0.0,0.014186997582340195,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024728119751052803,0.0,-0.0,-0.0,0.0495496390906293,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04436995715308385,0.0,0.0,-0.0070172593026483045,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.12062634532247166,0.0,0.0,-0.0,0.0,0.0,0.06811608519561671,0.0,-0.0,0.0
Gene-45,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.001873585205114833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.024242660932030095,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.03973641840886676,-0.0,0.0,0.0,0.0,0.002168077879179875,0.014258564261602233,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.02188631176686781,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.044125653357919764,0.0,-0.0,0.0,-0.0190982904184682,0.0,-0.011962946843183529,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
Gene-46,0.0,0.0,0.0,0.02577931893724493,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0036748890507906215,0.0,0.0,-0.06522900521879839,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.045729660120471395,0.0,0.07173660826877291,0.0,0.010244803946393117,0.0,-0.05069724975995958,0.0,0.0027346423274518276,0.0,0.0,-0.0,0.015025641337576402,0.0,0.0,0.0,0.09840574036937261,0.0,0.0,-0.0,0.045136038757271,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.015480280951674886,-0.0,0.0
Gene-47,0.026477843604814973,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.4022322029033867e-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.015622821782821894,-0.0,0.0,0.0,-0.04158280870458242,0.033200121879565635,-0.0,0.0,0.0,-0.0,0.0,0.0025418868027578777,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.011710104265854617,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0778492478109155,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.036509872055275505,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.023498309712368534,0.010897820354347927,0.04383260179239675,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.06799227018768603,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
